time,open,high,low,close,tick_volume
2025-10-18 07:58:18.231046,16009.4,16023.66,15994.96,16009.21,840
2025-10-18 07:59:18.231046,16009.21,16026.8,16001.48,16019.07,1198
2025-10-18 08:00:18.231046,16019.07,16020.18,15946.41,15947.51,1168
2025-10-18 08:01:18.231046,15947.51,15957.55,15905.8,15915.84,820
2025-10-18 08:02:18.231046,15915.84,15917.51,15899.51,15901.18,1095
2025-10-18 08:03:18.231046,15901.18,15919.03,15895.52,15913.37,996
2025-10-18 08:04:18.231046,15913.37,15921.3,15878.88,15886.82,1019
2025-10-18 08:05:18.231046,15886.82,15907.38,15874.36,15894.92,948
2025-10-18 08:06:18.231046,15894.92,15923.93,15876.79,15905.81,1018
2025-10-18 08:07:18.231046,15905.81,15914.49,15899.56,15908.25,1116
2025-10-18 08:08:18.231046,15908.25,15919.17,15904.62,15915.54,996
2025-10-18 08:09:18.231046,15915.54,15916.32,15887.62,15888.4,898
2025-10-18 08:10:18.231046,15888.4,15902.35,15854.96,15868.9,889
2025-10-18 08:11:18.231046,15868.9,15877.83,15864.44,15873.37,889
2025-10-18 08:12:18.231046,15873.37,15874.0,15872.05,15872.68,1113
2025-10-18 08:13:18.231046,15872.68,15879.53,15861.01,15867.87,1089
2025-10-18 08:14:18.231046,15867.87,15878.47,15855.18,15865.78,918
2025-10-18 08:15:18.231046,15865.78,15868.3,15858.85,15861.36,952
2025-10-18 08:16:18.231046,15861.36,15879.3,15856.46,15874.4,928
2025-10-18 08:17:18.231046,15874.4,15875.83,15866.58,15868.01,1072
2025-10-18 08:18:18.231046,15868.01,15869.72,15865.14,15866.85,928
2025-10-18 08:19:18.231046,15866.85,15875.88,15865.77,15874.8,838
2025-10-18 08:20:18.231046,15874.8,15878.07,15861.15,15864.41,947
2025-10-18 08:21:18.231046,15864.41,15883.44,15854.04,15873.08,1122
2025-10-18 08:22:18.231046,15873.08,15881.47,15861.99,15870.38,1093
2025-10-18 08:23:18.231046,15870.38,15891.13,15842.96,15863.71,1065
2025-10-18 08:24:18.231046,15863.71,15869.05,15863.18,15868.52,951
2025-10-18 08:25:18.231046,15868.52,15890.62,15851.67,15873.77,870
2025-10-18 08:26:18.231046,15873.77,15877.92,15868.72,15872.88,1014
2025-10-18 08:27:18.231046,15872.88,15887.88,15861.38,15876.38,1051
2025-10-18 08:28:18.231046,15876.38,15882.18,15864.79,15870.59,849
2025-10-18 08:29:18.231046,15870.59,15893.75,15862.6,15885.76,1124
2025-10-18 08:30:18.231046,15885.76,15893.64,15856.42,15864.3,1154
2025-10-18 08:31:18.231046,15864.3,15870.56,15860.65,15866.91,1108
2025-10-18 08:32:18.231046,15866.91,15890.53,15844.98,15868.6,1189
2025-10-18 08:33:18.231046,15868.6,15870.29,15860.12,15861.81,989
2025-10-18 08:34:18.231046,15861.81,15885.32,15850.6,15874.11,898
2025-10-18 08:35:18.231046,15874.11,15878.67,15868.86,15873.42,1022
2025-10-18 08:36:18.231046,15873.42,15879.7,15862.71,15869.0,1042
2025-10-18 08:37:18.231046,15869.0,15873.65,15861.57,15866.23,1154
2025-10-18 08:38:18.231046,15866.23,15875.9,15851.76,15861.43,1174
2025-10-18 08:39:18.231046,15861.43,15872.03,15854.35,15864.96,1115
2025-10-18 08:40:18.231046,15864.96,15873.15,15864.42,15872.62,972
2025-10-18 08:41:18.231046,15872.62,15898.87,15841.59,15867.84,992
2025-10-18 08:42:18.231046,15867.84,15869.0,15865.61,15866.77,1061
2025-10-18 08:43:18.231046,15866.77,15893.75,15844.43,15871.41,1193
2025-10-18 08:44:18.231046,15871.41,15894.54,15851.57,15874.69,926
2025-10-18 08:45:18.231046,15874.69,15876.63,15868.25,15870.19,959
2025-10-18 08:46:18.231046,15870.19,15894.12,15846.54,15870.47,850
2025-10-18 08:47:18.231046,15870.47,15934.98,15856.16,15920.66,804
2025-10-18 08:48:18.231046,15920.66,15939.78,15898.68,15917.81,1113
2025-10-18 08:49:18.231046,15917.81,15928.04,15903.06,15913.29,973
2025-10-18 08:50:18.231046,15913.29,15914.35,15873.4,15874.46,911
2025-10-18 08:51:18.231046,15874.46,15883.85,15871.26,15880.65,814
2025-10-18 08:52:18.231046,15880.65,15890.91,15878.18,15888.44,924
2025-10-18 08:53:18.231046,15888.44,15902.73,15872.66,15886.95,1167
2025-10-18 08:54:18.231046,15886.95,15893.66,15867.09,15873.8,1109
2025-10-18 08:55:18.231046,15873.8,15913.33,15856.33,15895.86,1048
2025-10-18 08:56:18.231046,15895.86,15897.28,15895.16,15896.58,1105
2025-10-18 08:57:18.231046,15896.58,15913.32,15855.75,15872.48,1046
2025-10-18 08:58:18.231046,15872.48,15879.38,15868.12,15875.02,845
2025-10-18 08:59:18.231046,15875.02,15875.73,15868.81,15869.53,836
2025-10-18 09:00:18.231046,15869.53,15881.57,15865.65,15877.69,924
2025-10-18 09:01:18.231046,15877.69,15890.69,15861.81,15874.81,1126
2025-10-18 09:02:18.231046,15874.81,15881.67,15874.05,15880.91,1151
2025-10-18 09:03:18.231046,15880.91,15892.27,15870.43,15881.8,1122
2025-10-18 09:04:18.231046,15881.8,15882.29,15870.67,15871.17,1025
2025-10-18 09:05:18.231046,15871.17,15885.68,15869.25,15883.76,803
2025-10-18 09:06:18.231046,15883.76,15914.73,15874.87,15905.84,886
2025-10-18 09:07:18.231046,15905.84,15944.31,15889.26,15927.73,901
2025-10-18 09:08:18.231046,15927.73,15934.14,15914.91,15921.32,804
2025-10-18 09:09:18.231046,15921.32,15937.69,15919.81,15936.17,920
2025-10-18 09:10:18.231046,15936.17,15955.92,15910.94,15930.69,1116
2025-10-18 09:11:18.231046,15930.69,15943.85,15919.59,15932.76,878
2025-10-18 09:12:18.231046,15932.76,15942.96,15930.41,15940.61,1056
2025-10-18 09:13:18.231046,15940.61,15952.26,15927.55,15939.2,1059
2025-10-18 09:14:18.231046,15939.2,15951.37,15920.4,15932.57,900
2025-10-18 09:15:18.231046,15932.57,15951.82,15915.57,15934.82,893
2025-10-18 09:16:18.231046,15934.82,15936.91,15933.37,15935.45,919
2025-10-18 09:17:18.231046,15935.45,15947.36,15927.35,15939.26,992
2025-10-18 09:18:18.231046,15939.26,15951.07,15930.6,15942.42,1178
2025-10-18 09:19:18.231046,15942.42,15953.42,15925.49,15936.5,1019
2025-10-18 09:20:18.231046,15936.5,15947.59,15930.93,15942.02,804
2025-10-18 09:21:18.231046,15942.02,15948.37,15934.18,15940.54,1023
2025-10-18 09:22:18.231046,15940.54,15945.47,15932.26,15937.2,1125
2025-10-18 09:23:18.231046,15937.2,15961.61,15904.54,15928.95,810
2025-10-18 09:24:18.231046,15928.95,15938.87,15921.12,15931.03,891
2025-10-18 09:25:18.231046,15931.03,15942.56,15928.35,15939.88,1001
2025-10-18 09:26:18.231046,15939.88,15951.21,15916.29,15927.62,1049
2025-10-18 09:27:18.231046,15927.62,15940.6,15923.78,15936.77,1191
2025-10-18 09:28:18.231046,15936.77,15949.28,15928.66,15941.17,1017
2025-10-18 09:29:18.231046,15941.17,15942.91,15935.2,15936.93,1192
2025-10-18 09:30:18.231046,15936.93,15941.13,15928.97,15933.16,1040
2025-10-18 09:31:18.231046,15933.16,15957.42,15907.68,15931.94,927
2025-10-18 09:32:18.231046,15931.94,15951.34,15920.85,15940.25,1084
2025-10-18 09:33:18.231046,15940.25,15945.4,15933.38,15938.53,891
2025-10-18 09:34:18.231046,15938.53,15953.4,15919.87,15934.74,905
2025-10-18 09:35:18.231046,15934.74,15943.88,15932.36,15941.5,1169
2025-10-18 09:36:18.231046,15941.5,15955.26,15926.68,15940.44,1158
2025-10-18 09:37:18.231046,15940.44,15955.01,15930.54,15945.11,967
2025-10-18 09:38:18.231046,15945.11,15961.22,15922.89,15939.01,939
2025-10-18 09:39:18.231046,15939.01,15946.59,15927.76,15935.35,1166
2025-10-18 09:40:18.231046,15935.35,15936.05,15934.75,15935.46,972
2025-10-18 09:41:18.231046,15935.46,15935.53,15926.43,15926.5,1073
2025-10-18 09:42:18.231046,15926.5,15942.73,15920.69,15936.92,934
2025-10-18 09:43:18.231046,15936.92,15942.78,15930.23,15936.09,1187
2025-10-18 09:44:18.231046,15936.09,15947.98,15917.63,15929.52,940
2025-10-18 09:45:18.231046,15929.52,15946.15,15919.41,15936.04,819
2025-10-18 09:46:18.231046,15936.04,15951.42,15927.51,15942.89,959
2025-10-18 09:47:18.231046,15942.89,15953.62,15921.76,15932.5,1049
2025-10-18 09:48:18.231046,15932.5,15939.07,15924.8,15931.37,980
2025-10-18 09:49:18.231046,15931.37,15943.73,15929.34,15941.7,1098
2025-10-18 09:50:18.231046,15941.7,15943.87,15937.17,15939.34,1080
2025-10-18 09:51:18.231046,15939.34,15959.5,15931.32,15951.48,1020
2025-10-18 09:52:18.231046,15951.48,15972.33,15908.73,15929.58,885
2025-10-18 09:53:18.231046,15929.58,15942.75,15926.6,15939.77,862
2025-10-18 09:54:18.231046,15939.77,15953.89,15923.63,15937.75,898
2025-10-18 09:55:18.231046,15937.75,15945.36,15928.86,15936.47,1043
2025-10-18 09:56:18.231046,15936.47,15948.44,15928.76,15940.72,1081
2025-10-18 09:57:18.231046,15940.72,15942.08,15934.67,15936.02,893
2025-10-18 09:58:18.231046,15936.02,15978.61,15935.11,15977.7,860
2025-10-18 09:59:18.231046,15977.7,15992.43,15958.37,15973.1,1089
2025-10-18 10:00:18.231046,15973.1,15989.04,15965.71,15981.65,1173
2025-10-18 10:01:18.231046,15981.65,15987.36,15976.77,15982.48,874
2025-10-18 10:02:18.231046,15982.48,15989.63,15979.19,15986.34,1121
2025-10-18 10:03:18.231046,15986.34,16007.57,15975.21,15996.43,1079
2025-10-18 10:04:18.231046,15996.43,15996.7,15968.0,15968.27,875
2025-10-18 10:05:18.231046,15968.27,15974.07,15960.21,15966.01,1160
2025-10-18 10:06:18.231046,15966.01,15975.22,15950.66,15959.88,1072
2025-10-18 10:07:18.231046,15959.88,15963.21,15922.78,15926.11,830
2025-10-18 10:08:18.231046,15926.11,15937.56,15911.63,15923.09,850
2025-10-18 10:09:18.231046,15923.09,15933.67,15923.03,15933.61,888
2025-10-18 10:10:18.231046,15933.61,15949.04,15902.98,15918.41,923
2025-10-18 10:11:18.231046,15918.41,15931.93,15890.51,15904.03,1096
2025-10-18 10:12:18.231046,15904.03,15906.8,15884.51,15887.28,1101
2025-10-18 10:13:18.231046,15887.28,15906.4,15875.91,15895.03,822
2025-10-18 10:14:18.231046,15895.03,15923.68,15894.07,15922.71,834
2025-10-18 10:15:18.231046,15922.71,15943.63,15912.65,15933.56,1081
2025-10-18 10:16:18.231046,15933.56,15940.72,15905.87,15913.03,1005
2025-10-18 10:17:18.231046,15913.03,15916.75,15912.15,15915.88,1191
2025-10-18 10:18:18.231046,15915.88,15930.65,15903.94,15918.7,974
2025-10-18 10:19:18.231046,15918.7,15930.81,15905.69,15917.8,1084
2025-10-18 10:20:18.231046,15917.8,15926.73,15907.35,15916.28,1103
2025-10-18 10:21:18.231046,15916.28,15918.64,15909.09,15911.45,1158
2025-10-18 10:22:18.231046,15911.45,15931.65,15896.62,15916.82,1197
2025-10-18 10:23:18.231046,15916.82,15923.11,15902.88,15909.16,1056
2025-10-18 10:24:18.231046,15909.16,15918.28,15902.72,15911.84,1137
2025-10-18 10:25:18.231046,15911.84,15923.18,15899.26,15910.6,1079
2025-10-18 10:26:18.231046,15910.6,15913.81,15910.23,15913.44,1100
2025-10-18 10:27:18.231046,15913.44,15944.13,15893.9,15924.6,817
2025-10-18 10:28:18.231046,15924.6,15924.72,15903.57,15903.69,930
2025-10-18 10:29:18.231046,15903.69,15918.81,15901.34,15916.46,913
2025-10-18 10:30:18.231046,15916.46,15921.91,15899.51,15904.96,1024
2025-10-18 10:31:18.231046,15904.96,15919.93,15895.7,15910.67,907
2025-10-18 10:32:18.231046,15910.67,15919.23,15909.91,15918.47,818
2025-10-18 10:33:18.231046,15918.47,15931.76,15900.06,15913.35,953
2025-10-18 10:34:18.231046,15913.35,15917.18,15903.8,15907.64,1024
2025-10-18 10:35:18.231046,15907.64,15917.9,15899.19,15909.45,921
2025-10-18 10:36:18.231046,15909.45,15918.29,15907.59,15916.42,1168
2025-10-18 10:37:18.231046,15916.42,15939.98,15885.82,15909.37,1002
2025-10-18 10:38:18.231046,15909.37,15916.21,15907.27,15914.11,884
2025-10-18 10:39:18.231046,15914.11,15916.49,15910.87,15913.25,843
2025-10-18 10:40:18.231046,15913.25,15935.26,15887.76,15909.77,845
2025-10-18 10:41:18.231046,15909.77,15931.1,15902.41,15923.75,857
2025-10-18 10:42:18.231046,15923.75,15936.93,15903.01,15916.2,869
2025-10-18 10:43:18.231046,15916.2,15921.13,15897.96,15902.9,1020
2025-10-18 10:44:18.231046,15902.9,15919.02,15897.83,15913.96,1182
2025-10-18 10:45:18.231046,15913.96,15924.61,15899.07,15909.72,1148
2025-10-18 10:46:18.231046,15909.72,15923.29,15903.71,15917.29,1140
2025-10-18 10:47:18.231046,15917.29,15932.86,15893.49,15909.06,1108
2025-10-18 10:48:18.231046,15909.06,15914.58,15906.93,15912.45,1002
2025-10-18 10:49:18.231046,15912.45,15921.17,15906.83,15915.55,893
2025-10-18 10:50:18.231046,15915.55,15923.5,15909.4,15917.35,1190
2025-10-18 10:51:18.231046,15917.35,15920.08,15904.3,15907.02,1167
2025-10-18 10:52:18.231046,15907.02,15917.19,15901.19,15911.35,845
2025-10-18 10:53:18.231046,15911.35,15913.85,15908.16,15910.65,1189
2025-10-18 10:54:18.231046,15910.65,15910.67,15909.74,15909.76,1085
2025-10-18 10:55:18.231046,15909.76,15924.38,15907.23,15921.85,1112
2025-10-18 10:56:18.231046,15921.85,15925.02,15911.89,15915.05,1161
2025-10-18 10:57:18.231046,15915.05,15919.72,15902.05,15906.72,1047
2025-10-18 10:58:18.231046,15906.72,15927.11,15897.23,15917.62,1062
2025-10-18 10:59:18.231046,15917.62,15927.52,15913.73,15923.64,829
2025-10-18 11:00:18.231046,15923.64,15933.12,15908.71,15918.19,971
2025-10-18 11:01:18.231046,15918.19,15920.96,15902.66,15905.43,855
2025-10-18 11:02:18.231046,15905.43,15913.18,15902.85,15910.6,935
2025-10-18 11:03:18.231046,15910.6,15930.83,15899.13,15919.36,825
2025-10-18 11:04:18.231046,15919.36,15926.57,15902.28,15909.49,865
2025-10-18 11:05:18.231046,15909.49,15924.39,15900.34,15915.24,1101
2025-10-18 11:06:18.231046,15915.24,15918.0,15914.14,15916.9,1079
2025-10-18 11:07:18.231046,15916.9,15920.27,15905.02,15908.39,943
2025-10-18 11:08:18.231046,15908.39,15923.4,15897.72,15912.73,1121
2025-10-18 11:09:18.231046,15912.73,15916.37,15893.18,15896.82,1008
2025-10-18 11:10:18.231046,15896.82,15917.26,15887.46,15907.9,934
2025-10-18 11:11:18.231046,15907.9,15914.11,15905.56,15911.76,1187
2025-10-18 11:12:18.231046,15911.76,15912.81,15905.74,15906.79,811
2025-10-18 11:13:18.231046,15906.79,15935.05,15892.92,15921.19,955
2025-10-18 11:14:18.231046,15921.19,15928.77,15898.29,15905.88,958
2025-10-18 11:15:18.231046,15905.88,15931.97,15884.73,15910.83,1008
2025-10-18 11:16:18.231046,15910.83,15918.74,15905.77,15913.68,807
2025-10-18 11:17:18.231046,15913.68,15936.94,15896.97,15920.23,1057
2025-10-18 11:18:18.231046,15920.23,15933.51,15892.57,15905.85,1077
2025-10-18 11:19:18.231046,15905.85,15926.89,15897.8,15918.84,855
2025-10-18 11:20:18.231046,15918.84,15919.99,15911.93,15913.08,1075
2025-10-18 11:21:18.231046,15913.08,15923.79,15856.93,15867.65,984
2025-10-18 11:22:18.231046,15867.65,15871.5,15865.84,15869.69,820
2025-10-18 11:23:18.231046,15869.69,15875.99,15858.61,15864.91,1138
2025-10-18 11:24:18.231046,15864.91,15897.41,15857.21,15889.7,1034
2025-10-18 11:25:18.231046,15889.7,15906.49,15855.35,15872.14,1170
2025-10-18 11:26:18.231046,15872.14,15878.12,15864.88,15870.86,1168
2025-10-18 11:27:18.231046,15870.86,15895.8,15855.75,15880.69,812
2025-10-18 11:28:18.231046,15880.69,15897.27,15869.32,15885.9,912
2025-10-18 11:29:18.231046,15885.9,15887.08,15876.38,15877.56,827
2025-10-18 11:30:18.231046,15877.56,15886.37,15860.91,15869.72,1092
2025-10-18 11:31:18.231046,15869.72,15889.36,15863.82,15883.46,970
2025-10-18 11:32:18.231046,15883.46,15903.93,15877.49,15897.96,1192
2025-10-18 11:33:18.231046,15897.96,15914.69,15886.84,15903.57,994
2025-10-18 11:34:18.231046,15903.57,15917.97,15877.73,15892.13,1170
2025-10-18 11:35:18.231046,15892.13,15895.02,15881.84,15884.73,1092
2025-10-18 11:36:18.231046,15884.73,15886.33,15883.81,15885.42,1026
2025-10-18 11:37:18.231046,15885.42,15892.17,15881.42,15888.18,1170
2025-10-18 11:38:18.231046,15888.18,15897.79,15887.77,15897.38,1122
2025-10-18 11:39:18.231046,15897.38,15914.74,15877.99,15895.35,1077
2025-10-18 11:40:18.231046,15895.35,15911.99,15892.09,15908.73,1104
2025-10-18 11:41:18.231046,15908.73,15930.49,15900.18,15921.93,815
2025-10-18 11:42:18.231046,15921.93,15945.87,15918.57,15942.52,981
2025-10-18 11:43:18.231046,15942.52,15947.41,15938.93,15943.83,1058
2025-10-18 11:44:18.231046,15943.83,15959.16,15934.36,15949.69,1090
2025-10-18 11:45:18.231046,15949.69,15961.03,15937.4,15948.74,1093
2025-10-18 11:46:18.231046,15948.74,15951.11,15935.1,15937.47,1015
2025-10-18 11:47:18.231046,15937.47,15985.58,15921.74,15969.85,1006
2025-10-18 11:48:18.231046,15969.85,15999.11,15958.97,15988.22,1069
2025-10-18 11:49:18.231046,15988.22,16022.31,15967.01,16001.1,1059
2025-10-18 11:50:18.231046,16001.1,16002.0,16001.01,16001.92,1160
2025-10-18 11:51:18.231046,16001.92,16007.7,15983.67,15989.46,809
2025-10-18 11:52:18.231046,15989.46,16019.25,15975.29,16005.08,1090
2025-10-18 11:53:18.231046,16005.08,16016.92,15992.04,16003.88,990
2025-10-18 11:54:18.231046,16003.88,16031.27,15983.68,16011.07,896
2025-10-18 11:55:18.231046,16011.07,16013.32,16001.37,16003.62,1016
2025-10-18 11:56:18.231046,16003.62,16008.7,16003.21,16008.29,1087
2025-10-18 11:57:18.231046,16008.29,16015.47,15994.51,16001.69,1000
2025-10-18 11:58:18.231046,16001.69,16004.77,15992.53,15995.62,889
2025-10-18 11:59:18.231046,15995.62,16003.09,15992.64,16000.1,986
2025-10-18 12:00:18.231046,16000.1,16004.67,15974.81,15979.38,1030
2025-10-18 12:01:18.231046,15979.38,15990.89,15947.76,15959.27,849
2025-10-18 12:02:18.231046,15959.27,15961.01,15947.75,15949.49,872
2025-10-18 12:03:18.231046,15949.49,15955.03,15941.75,15947.29,1007
2025-10-18 12:04:18.231046,15947.29,15962.54,15945.9,15961.15,909
2025-10-18 12:05:18.231046,15961.15,15967.43,15953.48,15959.76,841
2025-10-18 12:06:18.231046,15959.76,15971.99,15948.24,15960.48,1003
2025-10-18 12:07:18.231046,15960.48,15978.36,15939.27,15957.15,1192
2025-10-18 12:08:18.231046,15957.15,15967.63,15952.51,15962.99,1178
2025-10-18 12:09:18.231046,15962.99,15975.99,15938.58,15951.58,1015
2025-10-18 12:10:18.231046,15951.58,15956.58,15945.95,15950.95,961
2025-10-18 12:11:18.231046,15950.95,15963.08,15945.84,15957.97,876
2025-10-18 12:12:18.231046,15957.97,15965.25,15955.06,15962.34,1010
2025-10-18 12:13:18.231046,15962.34,15984.44,15941.42,15963.53,847
2025-10-18 12:14:18.231046,15963.53,15965.22,15963.19,15964.89,822
2025-10-18 12:15:18.231046,15964.89,15981.1,15957.16,15973.36,1172
2025-10-18 12:16:18.231046,15973.36,16018.34,15961.68,16006.66,1025
2025-10-18 12:17:18.231046,16006.66,16007.2,15995.61,15996.15,904
2025-10-18 12:18:18.231046,15996.15,16031.75,15994.39,16030.0,937
2025-10-18 12:19:18.231046,16030.0,16034.46,16014.41,16018.87,810
2025-10-18 12:20:18.231046,16018.87,16027.2,15979.69,15988.01,1015
2025-10-18 12:21:18.231046,15988.01,15994.23,15974.91,15981.13,1151
2025-10-18 12:22:18.231046,15981.13,15987.56,15980.82,15987.25,1193
2025-10-18 12:23:18.231046,15987.25,16019.12,15984.53,16016.4,1187
2025-10-18 12:24:18.231046,16016.4,16021.07,15999.25,16003.92,905
2025-10-18 12:25:18.231046,16003.92,16026.31,15989.91,16012.3,990
2025-10-18 12:26:18.231046,16012.3,16023.88,15981.91,15993.5,1041
2025-10-18 12:27:18.231046,15993.5,16024.62,15990.84,16021.97,1160
2025-10-18 12:28:18.231046,16021.97,16043.17,16019.45,16040.66,915
2025-10-18 12:29:18.231046,16040.66,16043.19,16032.09,16034.62,1072
2025-10-18 12:30:18.231046,16034.62,16042.92,16001.63,16009.92,1155
2025-10-18 12:31:18.231046,16009.92,16044.54,15996.61,16031.23,1183
2025-10-18 12:32:18.231046,16031.23,16033.23,16028.52,16030.51,1013
2025-10-18 12:33:18.231046,16030.51,16065.76,16014.84,16050.08,988
2025-10-18 12:34:18.231046,16050.08,16051.31,16049.94,16051.16,1060
2025-10-18 12:35:18.231046,16051.16,16068.06,16035.96,16052.87,1112
2025-10-18 12:36:18.231046,16052.87,16070.57,16029.41,16047.11,1118
2025-10-18 12:37:18.231046,16047.11,16061.45,16043.12,16057.46,1067
2025-10-18 12:38:18.231046,16057.46,16060.53,16057.18,16060.26,972
2025-10-18 12:39:18.231046,16060.26,16079.76,16049.48,16068.98,1188
2025-10-18 12:40:18.231046,16068.98,16076.61,16039.33,16046.97,864
2025-10-18 12:41:18.231046,16046.97,16080.24,16033.85,16067.13,958
2025-10-18 12:42:18.231046,16067.13,16092.4,16066.13,16091.4,1045
2025-10-18 12:43:18.231046,16091.4,16102.56,16082.97,16094.13,988
2025-10-18 12:44:18.231046,16094.13,16134.83,16085.35,16126.05,811
2025-10-18 12:45:18.231046,16126.05,16157.75,16121.67,16153.38,839
2025-10-18 12:46:18.231046,16153.38,16171.98,16145.46,16164.06,872
2025-10-18 12:47:18.231046,16164.06,16191.78,16157.86,16185.59,856
2025-10-18 12:48:18.231046,16185.59,16207.03,16181.02,16202.46,942
2025-10-18 12:49:18.231046,16202.46,16214.58,16164.96,16177.08,1011
2025-10-18 12:50:18.231046,16177.08,16185.31,16165.81,16174.04,1031
2025-10-18 12:51:18.231046,16174.04,16193.23,16166.61,16185.8,1177
2025-10-18 12:52:18.231046,16185.8,16211.95,16185.09,16211.23,926
2025-10-18 12:53:18.231046,16211.23,16220.3,16182.46,16191.53,922
2025-10-18 12:54:18.231046,16191.53,16192.62,16165.89,16166.98,977
2025-10-18 12:55:18.231046,16166.98,16179.69,16154.44,16167.15,1029
2025-10-18 12:56:18.231046,16167.15,16167.76,16136.52,16137.13,1147
2025-10-18 12:57:18.231046,16137.13,16141.87,16132.07,16136.8,923
2025-10-18 12:58:18.231046,16136.8,16151.44,16128.66,16143.3,1167
2025-10-18 12:59:18.231046,16143.3,16147.65,16125.85,16130.2,844
2025-10-18 13:00:18.231046,16130.2,16154.07,16106.39,16130.26,813
2025-10-18 13:01:18.231046,16130.26,16151.47,16124.38,16145.59,973
2025-10-18 13:02:18.231046,16145.59,16164.42,16119.8,16138.63,1114
2025-10-18 13:03:18.231046,16138.63,16140.03,16126.34,16127.74,864
2025-10-18 13:04:18.231046,16127.74,16128.5,16126.37,16127.13,1152
2025-10-18 13:05:18.231046,16127.13,16134.31,16105.43,16112.6,1070
2025-10-18 13:06:18.231046,16112.6,16151.02,16104.66,16143.08,1036
2025-10-18 13:07:18.231046,16143.08,16146.46,16139.87,16143.25,1083
2025-10-18 13:08:18.231046,16143.25,16153.68,16129.15,16139.58,939
2025-10-18 13:09:18.231046,16139.58,16156.6,16127.12,16144.15,1170
2025-10-18 13:10:18.231046,16144.15,16147.9,16138.76,16142.51,863
2025-10-18 13:11:18.231046,16142.51,16147.24,16137.24,16141.97,1121
2025-10-18 13:12:18.231046,16141.97,16148.48,16139.64,16146.15,1171
2025-10-18 13:13:18.231046,16146.15,16166.76,16126.25,16146.86,855
2025-10-18 13:14:18.231046,16146.86,16152.39,16134.89,16140.42,913
2025-10-18 13:15:18.231046,16140.42,16150.51,16130.11,16140.2,1056
2025-10-18 13:16:18.231046,16140.2,16147.43,16134.46,16141.7,969
2025-10-18 13:17:18.231046,16141.7,16145.97,16127.3,16131.57,928
2025-10-18 13:18:18.231046,16131.57,16146.75,16120.32,16135.5,1039
2025-10-18 13:19:18.231046,16135.5,16151.1,16134.31,16149.91,1157
2025-10-18 13:20:18.231046,16149.91,16156.66,16144.55,16151.3,1141
2025-10-18 13:21:18.231046,16151.3,16159.56,16133.57,16141.83,938
2025-10-18 13:22:18.231046,16141.83,16154.37,16133.42,16145.96,1061
2025-10-18 13:23:18.231046,16145.96,16149.69,16140.9,16144.63,1172
2025-10-18 13:24:18.231046,16144.63,16165.44,16137.66,16158.47,1059
2025-10-18 13:25:18.231046,16158.47,16168.32,16138.83,16148.67,1148
2025-10-18 13:26:18.231046,16148.67,16161.96,16129.15,16142.44,1097
